VARNAMES: CID HOSTGAL_LOGMASS
SN: PSc340069 9.868
SN: PSc340076 10.522
SN: PSc340080 10.871
SN: PSc340103 10.554
SN: PSc340104 -9
SN: PSc340105 10.283
SN: PSc340115 11.04
SN: PSc340119 9.561
SN: PSc340121 10.401
SN: PSc340125 10.803
SN: PSc340128 9.251
SN: PSc340129 11.509
SN: PSc340139 11.3
SN: PSc340142 10.413
SN: PSc340147 9.839
SN: PSc340149 9.904
SN: PSc340154 9.6
SN: PSc340155 -9
SN: PSc340163 10.892
SN: PSc340166 -9
SN: PSc340168 9.703
SN: PSc340169 10.364
SN: PSc340178 9.339
SN: PSc340182 9.249
SN: PSc340187 7.4
SN: PSc340190 10.646
SN: PSc340194 11.338
SN: PSc340195 9.389
SN: PSc340203 -9
SN: PSc340209 -9
SN: PSc340210 10.815
SN: PSc340211 10.837
SN: PSc340218 10.442
SN: PSc340222 9.292
SN: PSc340227 10.264
SN: PSc340228 9.551
SN: PSc340229 10.056
SN: PSc340232 10.095
SN: PSc340243 10.368
SN: PSc340272 9.994
SN: PSc340276 -9
SN: PSc340279 -9
SN: PSc340298 9.416
SN: PSc340309 10.341
SN: PSc340311 9.128
SN: PSc340334 -9
SN: PSc340337 9.528
SN: PSc340346 9.815
SN: PSc340347 9.563
SN: PSc350004 9.816
SN: PSc350009 9.756
SN: PSc350020 10.547
SN: PSc350027 10.604
SN: PSc350047 10.051
SN: PSc350049 9.965
SN: PSc350050 10.193
SN: PSc350052 9.752
SN: PSc350073 10.971
SN: PSc350075 10.889
SN: PSc350076 10.152
SN: PSc350078 8.407
SN: PSc350080 10.804
SN: PSc350083 9.489
SN: PSc350091 10.961
SN: PSc350092 9.303
SN: PSc350111 9.355
SN: PSc350121 8.405
SN: PSc350131 9.7
SN: PSc350140 -9
SN: PSc350142 10.038
SN: PSc350146 9.984
SN: PSc350149 11.354
SN: PSc350152 9.95
SN: PSc350158 9.407
SN: PSc350161 9.492
SN: PSc350168 9.28
SN: PSc350170 9.961
SN: PSc350174 -9
SN: PSc350176 10.464
SN: PSc350180 8.12
SN: PSc350181 10.311
SN: PSc350187 9.433
SN: PSc350192 7.94
SN: PSc350201 8.033
SN: PSc350211 9.117
SN: PSc350213 11.071
SN: PSc350214 10.722
SN: PSc350219 9.117
SN: PSc350223 9.767
SN: PSc350224 -9
SN: PSc350225 10.574
SN: PSc350233 8.697
SN: PSc350235 9.67
SN: PSc350240 7.878
SN: PSc350255 8.906
SN: PSc350274 9.146
SN: PSc350282 8.23
SN: PSc350286 10.509
SN: PSc350288 9.147
SN: PSc350296 -9
SN: PSc350306 9.427
SN: PSc350307 9.351
SN: PSc350308 10.223
SN: PSc350315 9.273
SN: PSc350316 8.867
SN: PSc350319 10.02
SN: PSc350324 10.067
SN: PSc350330 7.435
SN: PSc350335 10.163
SN: PSc350342 10.525
SN: PSc350352 8.947
SN: PSc350355 10.568
SN: PSc350356 10.504
SN: PSc350362 9.548
SN: PSc350363 9.952
SN: PSc350374 10.425
SN: PSc350378 8.397
SN: PSc350385 10.212
SN: PSc350390 10.932
SN: PSc350393 10.618
SN: PSc350394 7.945
SN: PSc350413 11.099
SN: PSc350426 10.505
SN: PSc350436 9.949
SN: PSc350442 10.823
SN: PSc350457 9.273
SN: PSc350458 8.102
SN: PSc350472 10.715
SN: PSc350480 9.887
SN: PSc350490 10.333
SN: PSc350511 -9
SN: PSc350513 10.529
SN: PSc350519 10.312
SN: PSc350525 8.646
SN: PSc350539 8.719
SN: PSc350545 10.958
SN: PSc350548 10.246
SN: PSc350552 10.438
SN: PSc350560 10.071
SN: PSc350563 10.891
SN: PSc350566 9.549
SN: PSc350567 9.914
SN: PSc350573 9.045
SN: PSc350576 10.272
SN: PSc350583 10.365
SN: PSc350600 9.722
SN: PSc350601 9.66
SN: PSc350604 10.318
SN: PSc350606 10.153
SN: PSc350607 10.925
SN: PSc350613 10.189
SN: PSc350614 11.201
SN: PSc350622 8.904
SN: PSc350630 10.693
SN: PSc350633 10.262
SN: PSc350637 10.047
SN: PSc350652 9.089
SN: PSc350653 10.051
SN: PSc350657 -9
SN: PSc350668 9.534
SN: PSc350672 10.292
SN: PSc350688 7.959
SN: PSc350699 10.956
SN: PSc350714 10.709
SN: PSc350730 10.765
SN: PSc350736 8.66
SN: PSc350745 10.496
SN: PSc350746 -9
SN: PSc350751 10.517
SN: PSc350758 8.005
SN: PSc350771 11.059
SN: PSc350790 -9
SN: PSc350822 10.45
SN: PSc350832 10.043
SN: PSc350842 11.796
SN: PSc350848 10.665
SN: PSc350859 10.064
SN: PSc350866 10.254
SN: PSc350869 8.077
SN: PSc360001 8.817
SN: PSc360004 9.128
SN: PSc360006 8.703
SN: PSc360013 9.938
SN: PSc360014 11.233
SN: PSc360027 11.136
SN: PSc360030 9.122
SN: PSc360037 9.395
SN: PSc360040 8.887
SN: PSc360043 10.305
SN: PSc360046 9.15
SN: PSc360050 9.767
SN: PSc360051 7.659
SN: PSc360052 11.195
SN: PSc360054 11.013
SN: PSc360055 9.904
SN: PSc360060 10.828
SN: PSc360064 10.645
SN: PSc360067 11.22
SN: PSc360070 10.829
SN: PSc360080 8.777
SN: PSc360088 10.641
SN: PSc360094 9.403
SN: PSc360106 10.793
SN: PSc360108 10.597
SN: PSc360110 10.676
SN: PSc360112 9.119
SN: PSc360116 10.112
SN: PSc360120 11.627
SN: PSc360122 5.992
SN: PSc360123 10.3
SN: PSc360125 10.203
SN: PSc360128 7.932
SN: PSc360129 -9
SN: PSc360130 9.551
SN: PSc360136 9.812
SN: PSc360137 11.097
SN: PSc360139 10.49
SN: PSc360140 7.656
SN: PSc360141 11.163
SN: PSc360142 10.838
SN: PSc360143 10.09
SN: PSc360145 9.522
SN: PSc360146 7.169
SN: PSc360147 11.431
SN: PSc360148 10.596
SN: PSc360154 10.789
SN: PSc360155 10.249
SN: PSc360156 10.098
SN: PSc360158 9.163
SN: PSc360162 9.728
SN: PSc360165 10.902
SN: PSc360168 -9
SN: PSc360187 8.342
SN: PSc360190 9.3
SN: PSc360193 10.679
SN: PSc360199 10.542
SN: PSc360214 9.477
SN: PSc360217 10.203
SN: PSc360222 9.794
SN: PSc360227 10.629
SN: PSc360230 10.888
SN: PSc360261 10.173
SN: PSc360263 11.565
SN: PSc360264 10.548
SN: PSc360276 9.627
SN: PSc360283 10.602
SN: PSc360284 8.856
SN: PSc360285 8.866
SN: PSc360312 9.071
SN: PSc360314 8.886
SN: PSc360319 9.966
SN: PSc360320 10.984
SN: PSc360341 7.298
SN: PSc360346 10.218
SN: PSc360347 9.732
SN: PSc360354 8.445
SN: PSc360356 8.933
SN: PSc360359 8.313
SN: PSc360371 10.59
SN: PSc360380 9.063
SN: PSc360382 -9
SN: PSc360391 10.256
SN: PSc360392 9.168
SN: PSc360402 11.192
SN: PSc360404 10.206
SN: PSc360407 8.493
SN: PSc360414 8.738
SN: PSc360417 10.952
SN: PSc360440 10.484
SN: PSc360447 10.423
SN: PSc360452 -9
SN: PSc360465 10.47
SN: PSc360476 10.42
SN: PSc360491 8.77
SN: PSc360493 -9
SN: PSc360516 11.136
SN: PSc360522 10.879
SN: PSc360526 11.014
SN: PSc360527 10.462
SN: PSc360553 10.449
SN: PSc360594 10.474
SN: PSc360627 10.735
SN: PSc360642 9.337
SN: PSc360647 10.203
SN: PSc360666 10.399
SN: PSc360675 -9
SN: PSc360688 10.718
SN: PSc360695 9.656
SN: PSc360701 10.233
SN: PSc360704 8.89
SN: PSc360727 11.266
SN: PSc360735 10.765
SN: PSc370022 8.822
SN: PSc370027 10.004
SN: PSc370030 10.794
SN: PSc370034 9.045
SN: PSc370038 8.935
SN: PSc370042 9.16
SN: PSc370056 8.472
SN: PSc370066 9.481
SN: PSc370075 9.26
SN: PSc370081 9.534
SN: PSc370084 8.284
SN: PSc370085 10.718
SN: PSc370096 8.756
SN: PSc370098 10.119
SN: PSc370112 8.911
SN: PSc370113 9.118
SN: PSc370117 10.092
SN: PSc370119 10.678
SN: PSc370131 9.973
SN: PSc370135 10.279
SN: PSc370143 10.5
SN: PSc370150 9.287
SN: PSc370160 9.918
SN: PSc370161 8.6
SN: PSc370173 8.349
SN: PSc370189 -9
SN: PSc370192 8.176
SN: PSc370203 9.056
SN: PSc370228 9.315
SN: PSc370229 9.162
SN: PSc370260 9.274
SN: PSc370276 8.118
SN: PSc370284 11.408
SN: PSc370285 11.365
SN: PSc370286 7.537
SN: PSc370288 10.615
SN: PSc370296 10.085
SN: PSc370301 8.633
SN: PSc370302 7.313
SN: PSc370305 9.978
SN: PSc370307 10.43
SN: PSc370308 10.818
SN: PSc370312 11.172
SN: PSc370321 10.173
SN: PSc370328 10.338
SN: PSc370329 9.324
SN: PSc370330 10.045
SN: PSc370331 8.515
SN: PSc370332 10.724
SN: PSc370335 11.095
SN: PSc370336 11.562
SN: PSc370338 10.851
SN: PSc370339 10.418
SN: PSc370341 10.9
SN: PSc370342 11.037
SN: PSc370344 8.468
SN: PSc370356 -9
SN: PSc370360 10.749
SN: PSc370367 8.693
SN: PSc370369 10.979
SN: PSc370373 9.997
SN: PSc370374 9.603
SN: PSc370376 10.788
SN: PSc370381 8.906
SN: PSc370390 8.913
SN: PSc370394 9.468
SN: PSc370395 9.792
SN: PSc370403 10.44
SN: PSc370407 9.995
SN: PSc370415 9.201
SN: PSc370421 6.449
SN: PSc370428 9.771
SN: PSc370435 10.833
SN: PSc370445 8.143
SN: PSc370458 11.006
SN: PSc370459 10.48
SN: PSc370465 10.608
SN: PSc370467 10.677
SN: PSc370469 -9
SN: PSc370473 9.772
SN: PSc370480 9.201
SN: PSc370483 11.204
SN: PSc370484 9.763
SN: PSc370487 9.862
SN: PSc370490 9.63
SN: PSc370491 11.436
SN: PSc370496 10.911
SN: PSc370498 11.272
SN: PSc370500 9.155
SN: PSc370504 10.564
SN: PSc370505 10.62
SN: PSc370508 9.045
SN: PSc370509 9.392
SN: PSc370519 9.993
SN: PSc370522 9.23
SN: PSc370528 10.486
SN: PSc370533 8.274
SN: PSc370534 10.692
SN: PSc370535 7.891
SN: PSc370538 9.482
SN: PSc370542 10.887
SN: PSc370543 8.011
SN: PSc370550 10.077
SN: PSc370557 9.634
SN: PSc370563 10.499
SN: PSc370566 9.594
SN: PSc370572 11.123
SN: PSc370575 10.653
SN: PSc370576 9.447
SN: PSc370581 9.23
SN: PSc370586 7.303
SN: PSc370587 8.36
SN: PSc370589 9.729
SN: PSc370593 11.074
SN: PSc370594 8.141
SN: PSc370595 9.964
SN: PSc370598 9.923
SN: PSc370607 9.224
SN: PSc370610 9.637
SN: PSc380006 9.133
SN: PSc380007 8.981
SN: PSc380012 10.048
SN: PSc380014 9.799
SN: PSc380021 8.894
SN: PSc380022 9.195
SN: PSc380024 11.133
SN: PSc380025 -9
SN: PSc380032 10.227
SN: PSc380034 10.775
SN: PSc380037 10.359
SN: PSc380038 10.986
SN: PSc380040 9.318
SN: PSc380042 9.247
SN: PSc380044 8.511
SN: PSc380046 9.632
SN: PSc380049 9.817
SN: PSc380056 9.365
SN: PSc380062 9.46
SN: PSc380063 9.77
SN: PSc380067 9.392
SN: PSc380073 9.812
SN: PSc380074 10.228
SN: PSc380075 9.545
SN: PSc380077 10.857
SN: PSc380079 10.889
SN: PSc380082 9.706
SN: PSc380084 -9
SN: PSc380085 9.22
SN: PSc380087 9.082
SN: PSc380090 11.097
SN: PSc380092 10.222
SN: PSc380095 10.255
SN: PSc380101 -9
SN: PSc380105 10.293
SN: PSc380118 11.423
SN: PSc380123 10.811
SN: PSc380135 11.005
SN: PSc380138 10.724
SN: PSc380145 9.877
SN: PSc380147 10.404
SN: PSc380148 7.875
SN: PSc380149 9.402
SN: PSc380150 8.671
SN: PSc380158 7.742
SN: PSc380164 10.726
SN: PSc380175 8.392
SN: PSc380177 9.917
SN: PSc380178 9.668
SN: PSc380190 10.139
SN: PSc380194 10.019
SN: PSc380196 9.529
SN: PSc380199 10.059
SN: PSc380204 11.156
SN: PSc380211 5
SN: PSc380218 10.488
SN: PSc380220 9.126
SN: PSc380221 -9
SN: PSc380226 10.994
SN: PSc380234 9.289
SN: PSc380244 10.454
SN: PSc380249 9.355
SN: PSc380255 -9
SN: PSc380263 6.783
SN: PSc380266 9.435
SN: PSc380277 10.987
SN: PSc380279 10.573
SN: PSc380280 9.925
SN: PSc380282 10.873
SN: PSc380285 10.451
SN: PSc380287 10.271
SN: PSc380289 8.311
SN: PSc380293 10.344
SN: PSc380294 9.51
SN: PSc380305 9.947
SN: PSc380311 6.9
SN: PSc380312 9.69
SN: PSc380318 10.953
SN: PSc380319 9.394
SN: PSc380320 10.005
SN: PSc380324 9.628
SN: PSc380327 9.689
SN: PSc380345 10.963
SN: PSc380350 10.57
SN: PSc380358 10.165
SN: PSc380367 9.61
SN: PSc380378 9.395
SN: PSc380379 11.269
SN: PSc380381 9.378
SN: PSc380385 10.589
SN: PSc380391 10.103
SN: PSc380392 9.227
SN: PSc380393 7.865
SN: PSc380397 9.669
SN: PSc380400 9.639
SN: PSc380403 8.927
SN: PSc380406 -9
SN: PSc380407 -9
SN: PSc380410 10.622
SN: PSc380421 10.774
SN: PSc380424 11.156
SN: PSc380433 8.942
SN: PSc380438 8.735
SN: PSc380448 9.635
SN: PSc380451 11.081
SN: PSc380454 11.12
SN: PSc380459 10.107
SN: PSc380468 7.514
SN: PSc380472 10.966
SN: PSc380479 11.343
SN: PSc390019 9.93
SN: PSc390021 10.669
SN: PSc390024 8.99
SN: PSc390039 8.932
SN: PSc390040 10.695
SN: PSc390047 10.377
SN: PSc390061 10.908
SN: PSc390068 10.711
SN: PSc390082 10.252
SN: PSc390102 9.227
SN: PSc390120 10.865
SN: PSc390121 9.338
SN: PSc390124 8.942
SN: PSc390131 10.382
SN: PSc390136 10.325
SN: PSc390151 8.083
SN: PSc390153 11.114
SN: PSc390155 8.596
SN: PSc390160 -9
SN: PSc390173 7.727
SN: PSc390178 9.398
SN: PSc390185 9.879
SN: PSc390202 -9
SN: PSc390226 10.779
SN: PSc390229 9.162
SN: PSc390235 11.353
SN: PSc390236 10.777
SN: PSc390256 10.086
SN: PSc390259 9.612
SN: PSc390264 9.087
SN: PSc390267 10.863
SN: PSc390271 11.343
SN: PSc390273 10.215
SN: PSc390283 8.736
SN: PSc390286 10.288
SN: PSc390296 10.672
SN: PSc390303 10.018
SN: PSc390308 11.19
SN: PSc390309 9.728
SN: PSc390310 8.689
SN: PSc390311 11.079
SN: PSc390321 8.968
SN: PSc390330 11.198
SN: PSc390334 7.786
SN: PSc390336 11.243
SN: PSc390353 10.449
SN: PSc390355 9.589
SN: PSc390356 9.427
SN: PSc390365 10.82
SN: PSc390367 11.055
SN: PSc390368 9.158
SN: PSc390371 8.041
SN: PSc390375 9.388
SN: PSc390378 10.833
SN: PSc390379 11.238
SN: PSc390381 -9
SN: PSc390383 10.478
SN: PSc390384 10.069
SN: PSc390394 8.742
SN: PSc390404 -9
SN: PSc390416 10.636
SN: PSc390424 9.421
SN: PSc390432 10.673
SN: PSc390441 9.934
SN: PSc390442 10.418
SN: PSc390449 7.55
SN: PSc390450 10.021
SN: PSc390458 11.621
SN: PSc390461 10.173
SN: PSc390463 10.736
SN: PSc390471 10.091
SN: PSc390476 11.213
SN: PSc390479 11.08
SN: PSc390484 9.999
SN: PSc390485 10.876
SN: PSc390487 9.197
SN: PSc390492 11.273
SN: PSc390505 9.214
SN: PSc390513 10.092
SN: PSc390514 10.536
SN: PSc390515 -9
SN: PSc390519 10.87
SN: PSc390521 9.245
SN: PSc390522 11.183
SN: PSc390528 11.109
SN: PSc390532 7.414
SN: PSc390535 7.796
SN: PSc390536 8.756
SN: PSc390537 9.988
SN: PSc390540 -9
SN: PSc390544 8.779
SN: PSc390545 9.449
SN: PSc390561 10.527
SN: PSc390564 10.596
SN: PSc390573 8.398
SN: PSc390574 10.569
SN: PSc390575 7.341
SN: PSc390576 9.778
SN: PSc390578 10.968
SN: PSc390581 8.984
SN: PSc390587 11.298
SN: PSc390596 9.791
SN: PSc390597 10.308
SN: PSc390604 9.923
SN: PSc390605 10.684
SN: PSc390607 10.131
SN: PSc390610 10.883
SN: PSc390613 9.068
SN: PSc390619 8.437
SN: PSc390621 -9
SN: PSc390623 10.055
SN: PSc390624 8.653
SN: PSc390627 10.837
SN: PSc390629 10.524
SN: PSc390635 10.591
SN: PSc390640 8.573
SN: PSc390645 10.144
SN: PSc390649 9.902
SN: PSc390654 10.408
SN: PSc390660 -9
SN: PSc390661 11.116
SN: PSc390662 -9
SN: PSc390663 9.338
SN: PSc390673 10.479
SN: PSc390694 9.304
SN: PSc390697 9.133
SN: PSc390698 8.896
SN: PSc390699 10.175
SN: PSc390701 9.448
SN: PSc390703 9.363
SN: PSc390704 11.032
SN: PSc390705 10.227
SN: PSc390722 -9
SN: PSc390725 10.913
SN: PSc390728 -9
SN: PSc390733 -9
SN: PSc390737 -9
SN: PSc390748 -9
SN: PSc390758 11.011
SN: PSc390767 10.473
SN: PSc390773 9.94
SN: PSc390775 11.265
SN: PSc390798 8.475
SN: PSc390799 10.899
SN: PSc390801 9.855
SN: PSc390804 9.941
SN: PSc400001 -9
SN: PSc400008 9.799
SN: PSc400011 8.56
SN: PSc400022 7.967
SN: PSc400026 9.873
SN: PSc400040 9.198
SN: PSc400042 10.817
SN: PSc400050 9.521
SN: PSc400051 9.745
SN: PSc400052 10.562
SN: PSc400061 10.886
SN: PSc400063 11.209
SN: PSc400067 10.054
SN: PSc400070 10.026
SN: PSc400079 11.03
SN: PSc400088 11.018
SN: PSc400094 10.27
SN: PSc400100 9.245
SN: PSc400103 9.273
SN: PSc400106 11.123
SN: PSc400111 10.542
SN: PSc400113 11.105
SN: PSc400115 10.021
SN: PSc400119 8.88
SN: PSc400123 10.573
SN: PSc400124 11.65
SN: PSc400136 11.022
SN: PSc400147 10.518
SN: PSc400152 9.25
SN: PSc400154 9.633
SN: PSc400156 -9
SN: PSc400158 8.848
SN: PSc400164 11.327
SN: PSc400165 9.408
SN: PSc400188 10.655
SN: PSc400189 10.494
SN: PSc400191 10.432
SN: PSc400192 9.822
SN: PSc400202 9.107
SN: PSc400204 10.977
SN: PSc400210 10.771
SN: PSc400211 10.186
SN: PSc400215 9.508
SN: PSc400217 8.568
SN: PSc400223 10.661
SN: PSc400230 8.194
SN: PSc400238 10.994
SN: PSc420003 10.877
SN: PSc420004 9.139
SN: PSc420006 10.494
SN: PSc420020 10.131
SN: PSc420022 9.389
SN: PSc420036 -9
SN: PSc420037 10.325
SN: PSc420042 10.843
SN: PSc420050 8.585
SN: PSc420057 10.087
SN: PSc420061 9.514
SN: PSc420063 10.517
SN: PSc420066 -9
SN: PSc420069 -9
SN: PSc420076 9.876
SN: PSc420078 -9
SN: PSc420079 9.066
SN: PSc420080 9.757
SN: PSc420082 10.207
SN: PSc420083 10.309
SN: PSc420086 11.253
SN: PSc420088 8.133
SN: PSc420100 10.401
SN: PSc420101 9.387
SN: PSc420102 8.734
SN: PSc420104 8.893
SN: PSc420106 8.349
SN: PSc420108 -9
SN: PSc420122 7.201
SN: PSc420124 9.73
SN: PSc420132 10.7
SN: PSc420136 9.407
SN: PSc420138 9.961
SN: PSc420149 -9
SN: PSc420159 10.878
SN: PSc420171 9.391
SN: PSc420174 9.726
SN: PSc420180 10.275
SN: PSc420196 8.333
SN: PSc420197 9.303
SN: PSc420206 10.722
SN: PSc420211 10.246
SN: PSc420239 10.579
SN: PSc420246 9.096
SN: PSc420248 9.16
SN: PSc420254 7.859
SN: PSc420258 10.967
SN: PSc420259 10.352
SN: PSc420274 8.616
SN: PSc420278 9.015
SN: PSc420285 -9
SN: PSc420286 10.015
SN: PSc420297 10.142
SN: PSc420299 10.245
SN: PSc420303 9.713
SN: PSc420305 8.531
SN: PSc420306 9.908
SN: PSc420307 11.06
SN: PSc420308 9.075
SN: PSc420314 10.668
SN: PSc420316 9.413
SN: PSc420322 9.697
SN: PSc420335 9.659
SN: PSc420339 -9
SN: PSc420344 -9
SN: PSc420345 -9
SN: PSc420350 8.211
SN: PSc420352 8.227
SN: PSc420355 11.262
SN: PSc420361 8.537
SN: PSc420362 9.767
SN: PSc420365 -9
SN: PSc420374 9.903
SN: PSc420393 8.816
SN: PSc420400 10.255
SN: PSc420407 10.023
SN: PSc420411 10.522
SN: PSc420414 10.536
SN: PSc420417 10.391
SN: PSc420423 8.751
SN: PSc420430 9.977
SN: PSc420431 11.551
SN: PSc420435 10.49
SN: PSc430003 7.717
SN: PSc430004 10.062
SN: PSc430005 10.201
SN: PSc440003 10.667
SN: PSc440004 9.533
SN: PSc440005 10.897
SN: PSc440007 11.06
SN: PSc440008 9.695
SN: PSc440011 7.13
SN: PSc440012 9.218
SN: PSc440017 8.472
SN: PSc440018 9.401
SN: PSc440019 9.628
SN: PSc440025 9.38
SN: PSc440027 9.053
SN: PSc440028 -9
SN: PSc440030 9.569
SN: PSc440032 9.876
SN: PSc440035 -9
SN: PSc440039 10.454
SN: PSc440040 10.512
SN: PSc440042 8.01
SN: PSc440047 9.795
SN: PSc440050 10.481
SN: PSc440056 9.71
SN: PSc440063 -9
SN: PSc440066 8.953
SN: PSc440070 7.442
SN: PSc440073 10.627
SN: PSc440077 8.996
SN: PSc440086 8.012
SN: PSc440088 8.709
SN: PSc440098 9.875
SN: PSc440101 10.169
SN: PSc440104 9.52
SN: PSc440111 9.346
SN: PSc440112 10.482
SN: PSc440115 10.958
SN: PSc440116 -9
SN: PSc440130 10.166
SN: PSc440132 10.47
SN: PSc440140 8.671
SN: PSc440151 10.611
SN: PSc440162 11.131
SN: PSc440164 -9
SN: PSc440166 9.004
SN: PSc440170 8.977
SN: PSc440176 10.757
SN: PSc440180 8.791
SN: PSc440186 10.801
SN: PSc440195 -9
SN: PSc440201 10.111
SN: PSc440202 9.629
SN: PSc440215 10.669
SN: PSc440216 9.918
SN: PSc440217 -9
SN: PSc440218 10.042
SN: PSc440220 10.576
SN: PSc440229 10.491
SN: PSc440236 10.726
SN: PSc440242 11.038
SN: PSc440246 10.29
SN: PSc440248 9.552
SN: PSc440250 9.369
SN: PSc440257 9.283
SN: PSc440258 -9
SN: PSc440264 10.639
SN: PSc440266 10.593
SN: PSc440270 9.534
SN: PSc440273 -9
SN: PSc440280 10.285
SN: PSc440282 9.467
SN: PSc440285 10.15
SN: PSc440293 9.491
SN: PSc440295 9.689
SN: PSc440296 10.41
SN: PSc440299 -9
SN: PSc440301 9.971
SN: PSc440309 10.161
SN: PSc440311 9.497
SN: PSc440326 9.631
SN: PSc440344 9.661
SN: PSc440349 9.159
SN: PSc440351 -9
SN: PSc440352 11.206
SN: PSc440357 8.979
SN: PSc440374 8.659
SN: PSc440378 9.919
SN: PSc440398 10.062
SN: PSc440403 9.572
SN: PSc440406 10.021
SN: PSc440408 9.737
SN: PSc440412 -9
SN: PSc440420 8.04
SN: PSc440474 9.893
SN: PSc440476 -9
SN: PSc440482 7.706
SN: PSc440486 10.679
SN: PSc440488 10.279
SN: PSc440492 8.486
SN: PSc440504 10.685
SN: PSc440506 10.089
SN: PSc440507 10.206
SN: PSc440509 11.601
SN: PSc440515 8.915
SN: PSc440525 11.166
SN: PSc440531 11.372
SN: PSc440537 10.8
SN: PSc440543 9.571
SN: PSc440544 9.166
SN: PSc440559 10.432
SN: PSc440569 10.618
SN: PSc440583 9.46
SN: PSc440588 10.958
SN: PSc440591 10.265
SN: PSc440594 10.319
SN: PSc440598 9.352
SN: PSc440601 11.102
SN: PSc440614 9.786
SN: PSc440616 10.684
SN: PSc440619 10.528
SN: PSc440632 10.681
SN: PSc440638 10.957
SN: PSc440639 9.11
SN: PSc440641 9.748
SN: PSc440643 8.514
SN: PSc450002 10.264
SN: PSc450003 -9
SN: PSc450004 9.374
SN: PSc450008 9.613
SN: PSc450010 9.846
SN: PSc450012 9.477
SN: PSc450018 -9
SN: PSc450020 10.072
SN: PSc450025 10.617
SN: PSc450026 10.316
SN: PSc450035 11.152
SN: PSc450044 10.305
SN: PSc450047 -9
SN: PSc450052 8.835
SN: PSc450054 10.521
SN: PSc450057 8.462
SN: PSc450064 -9
SN: PSc450068 10.171
SN: PSc450075 9.682
SN: PSc450079 8.185
SN: PSc450080 9.454
SN: PSc450082 9.828
SN: PSc450087 8.927
SN: PSc450099 9.188
SN: PSc450101 -9
SN: PSc450104 9.593
SN: PSc450107 9.715
SN: PSc450112 11.105
SN: PSc450123 -9
SN: PSc450162 9.751
SN: PSc450170 -9
SN: PSc450174 10.503
SN: PSc450175 -9
SN: PSc450186 10.419
SN: PSc450189 10.17
SN: PSc450200 10.665
SN: PSc450205 9.454
SN: PSc450209 9.759
SN: PSc450214 8.676
SN: PSc450215 9.967
SN: PSc450222 11.02
SN: PSc450227 9.166
SN: PSc450229 9.865
SN: PSc450238 9.56
SN: PSc450240 9.045
SN: PSc450247 9.491
SN: PSc450251 -9
SN: PSc450254 10.029
SN: PSc450256 10.405
SN: PSc450262 9.005
SN: PSc450266 9.459
SN: PSc450274 10.088
SN: PSc450277 -9
SN: PSc450282 9.441
SN: PSc450283 11.178
SN: PSc450284 7.949
SN: PSc450290 10.475
SN: PSc450299 10.257
SN: PSc450304 9.767
SN: PSc450311 9.89
SN: PSc450312 10.34
SN: PSc450328 9.926
SN: PSc450335 10.46
SN: PSc450336 10.717
SN: PSc450339 10.038
SN: PSc450340 -9
SN: PSc450344 9.756
SN: PSc450349 -9
SN: PSc450350 9.865
SN: PSc450363 8.73
SN: PSc450364 8.612
SN: PSc460001 8.702
SN: PSc460002 10.892
SN: PSc460003 10.326
SN: PSc460004 9.711
SN: PSc460005 10.256
SN: PSc460006 9.363
SN: PSc460012 9.774
SN: PSc460013 9.501
SN: PSc460019 9.447
SN: PSc460021 -9
SN: PSc460022 9.654
SN: PSc460026 9.435
SN: PSc460028 8.362
SN: PSc460031 9.851
SN: PSc460033 8.413
SN: PSc460037 9.328
SN: PSc460038 10.932
SN: PSc460039 8.338
SN: PSc460052 9.378
SN: PSc460054 11.15
SN: PSc460055 10.799
SN: PSc460056 9.626
SN: PSc460060 8.59
SN: PSc460063 9.645
SN: PSc460064 8.942
SN: PSc460065 9.975
SN: PSc460066 10.809
SN: PSc460067 11.034
SN: PSc460073 8.666
SN: PSc460082 10.505
SN: PSc460091 11.081
SN: PSc460094 10.722
SN: PSc460100 10.889
SN: PSc460103 -9
SN: PSc460105 11.361
SN: PSc470001 10.242
SN: PSc470005 8.742
SN: PSc470006 8.642
SN: PSc470008 9.871
SN: PSc470011 -9
SN: PSc470015 11.284
SN: PSc470023 8.641
SN: PSc470027 -9
SN: PSc470028 -9
SN: PSc470030 -9
SN: PSc470033 10.895
SN: PSc470034 9.887
SN: PSc470041 10.76
SN: PSc470043 7.775
SN: PSc470047 9.166
SN: PSc470049 9.02
SN: PSc470050 7.751
SN: PSc470051 8.706
SN: PSc470066 -9
SN: PSc470069 8.374
SN: PSc470071 -9
SN: PSc470072 9.087
SN: PSc470076 8.401
SN: PSc470078 10.564
SN: PSc470079 8.908
SN: PSc470084 9.391
SN: PSc470099 -9
SN: PSc470103 9.192
SN: PSc470110 10.09
SN: PSc470114 9.496
SN: PSc470117 -9
SN: PSc470134 9.652
SN: PSc470147 -9
SN: PSc470148 -9
SN: PSc470149 8.947
SN: PSc470156 10.476
SN: PSc470158 10.307
SN: PSc470177 10.551
SN: PSc470179 -9
SN: PSc470181 11.039
SN: PSc470199 10.302
SN: PSc470212 9.501
SN: PSc470232 9.314
SN: PSc470233 10.862
SN: PSc470238 -9
SN: PSc470239 11.617
SN: PSc470240 -9
SN: PSc470241 11.03
SN: PSc470242 11.001
SN: PSc470244 8.472
SN: PSc470246 -9
SN: PSc470247 -9
SN: PSc470250 -9
SN: PSc470251 10.489
